	2012-11-07 04:51:02	Super Mario Bros. / Duck Hunt (Nintendo, 1988) USED NES CLASSIC GAMES FUN http://t.co/2WNvFaEU
nes_watcher	2012-11-04 20:39:02	Dr. Mario &amp; Tetris for NES Nintendo with instruction manuals. Tested. http://t.co/S3ugngNV
nes_watcher	2012-10-31 08:42:03	Nintendo NES Rad Racer-complete in box- combine shipping http://t.co/Hy2o4woc
nes_watcher	2012-10-29 21:36:31	▄▀▄▀▄▀▄★ Beetlejuice NINTENDO NES Game VINTAGE 80s CLASSIC RARE ★▄▀▄▀▄▀▄ http://t.co/rFCQyJde
nes_watcher	2012-10-25 16:21:19	NINTENDO NES DONKEY KONG 3 GAME http://t.co/1yeKDBVy #NES
nes_watcher	2012-10-23 23:00:07	Nes Final Fantasy Game...great Condition...nintendo http://t.co/wyAYHo3M #NES
nes_watcher	2012-11-06 01:18:15	Castlevania (Nintendo, 1987) Game with nintendo case NES With Instructions http://t.co/mgR5UW7a
nes_watcher	2012-10-30 02:12:02	Castlevania (Nintendo, 1987) Game with nintendo case NES With Instructions http://t.co/Vlcahq86
nes_watcher	2012-11-17 13:54:17	Contra (1988) Great Classic Nintendo Nes Game *Cleaned and Tested** http://t.co/48fpfk6i
nes_watcher	2012-11-01 11:11:05	NES game Rad Racer with box!! Nice!! RARE collectors http://t.co/as9HcEiK
nes_watcher	2012-11-05 19:43:33	Nintendo NES system with 4 games, 2 controllers, zapper and advantage http://t.co/Pi5T36c3
nes_watcher	2012-11-02 21:27:03	Nintendo NES Kirby&#39;s Adventure Game COMPLETE IN BOX http://t.co/YJAUds9f
nes_watcher	2012-11-01 07:05:07	*Super Nice!* TETRIS Complete in Box Nintendo NES Game CIB http://t.co/NR0mVDmJ
nes_watcher	2012-11-01 15:34:03	Tetris (Nintendo, NES 1989) BOX ONLY! NO GAME Rare! Mint! http://t.co/oSgZYPki
nes_watcher	2012-11-04 04:22:02	The Legend of Zelda (Nintendo, 1987)+ DONKEY KONG 3 NES http://t.co/BeoJSPkc
nes_watcher	2012-10-30 21:40:03	Nintendo NES box - Hogans Alley -complete- combined shipping http://t.co/IkXWQRPA
nes_watcher	2012-10-28 05:03:18	Konami Contra Force RARE NES Game &amp; Box (Nintendo, 1992) http://t.co/uuxaqbCM
nes_watcher	2012-10-24 10:02:06	Nintendo NES Doom Game Cartridge Only http://t.co/hSzlr1e1 #NES
nes_watcher	2012-10-29 20:23:04	FC TWIN VIDEO GAME SYSTEM - 2 IN 1 NES/SNES - CHARCOAL http://t.co/Pr7FLZiw
nes_watcher	2012-10-25 23:05:34	FC TWIN VIDEO GAME SYSTEM - 2 IN 1 NES/SNES - CHARCOAL http://t.co/RrZRSiYd
nes_watcher	2012-10-28 22:59:17	Complete Jewel Master Egypt (Nintendo DS, 2009) NES Snes http://t.co/RumTybDQ
nes_watcher	2012-11-05 10:26:19	The Legend of Zelda NES Video Game Nintendo Gold Retro Cartridge http://t.co/Rna7qoQI
nes_watcher	2012-11-07 03:15:32	The Legend of Zelda (Classic NES Series) (Nintendo Game Boy Advance, 2004) http://t.co/iaN4NSGb
nes_watcher	2012-10-31 16:18:13	Starfox Super Nintentdo NES Video Game http://t.co/7jBxocx8
nes_watcher	2012-10-25 18:34:38	NINTENDO NES METROID GAME http://t.co/xlhO4LaZ #NES
nes_watcher	2012-10-30 17:48:03	The Legend of Zelda (Classic NES Series) (Nintendo Game Boy Advance, 2004) http://t.co/9Kbcn7BL
nes_watcher	2012-10-30 06:18:05	Zelda The Legend Of Zelda Nintendo NES Classic Gold Cartridge http://t.co/NATktXCR
nes_watcher	2012-10-23 05:33:03	NINTENDO NES BASEBALL STARS GAME http://t.co/SBlhCTzH #NES
nes_watcher	2012-10-29 23:25:33	Arkanoid Nintendo NES Game And controller Video Game Arcade http://t.co/1CZ2Mpol
nes_watcher	2012-10-29 23:25:34	Gauntlet II, Nintendo NES Game, 1990 - Complete in Box http://t.co/XdWX9EsS
nes_watcher	2012-11-08 00:58:33	The Legend of Zelda (Nintendo, 1987) Gold NES Cartridge Works http://t.co/EUNxNFnn
nes_watcher	2012-10-27 01:52:02	Nes Nintendo Game . ( Tetris ) in Nice Condition , Comes with Manual &amp; Case http://t.co/udQDlm8Q
nes_watcher	2012-10-23 07:15:03	Nintendo NES Play Action Football Game Cartridge!! http://t.co/pJ4cmOuB #NES
nes_watcher	2012-10-25 16:56:04	NINTENDO NES DOUBLE DRAGON 1 AND &amp; 2 II GAMES http://t.co/lEvWOzYL #NES
nes_watcher	2012-11-01 09:33:06	Compleat Nintendo Game! Tetris in box with manual!! MINTY http://t.co/5mFHTc8J
nes_watcher	2012-10-25 17:28:07	Nintendo Dragon Warrior 2 NES BOX ONLY http://t.co/Ugosar4y #NES
nes_watcher	2012-11-03 00:21:18	Nintendo NES Spider-Man: Return of the Sinister Six Game with BOX http://t.co/oWlz7Z2I
nes_watcher	2012-11-12 06:36:17	ADVENTURE ISLAND 3 NES NINTENDO ENTERTAINMENT SYSTEM VINTAGE 1992 VIDEO GAME http://t.co/TIixTjQG
nes_watcher	2012-10-31 10:54:40	Nintendo NES Super Mario Bros-complete in box- combine shipping http://t.co/aqZ1XUS1
nes_watcher	2012-11-11 03:52:01	Zelda II: The Adventure of Link (Classic NES Series Edition) (Nintendo Game... http://t.co/akK46JUE
nes_watcher	2012-10-30 10:53:17	Tetris CIB Nintendo NES Game, Box, Manual, Insert http://t.co/tFHwt29C
nes_watcher	2012-10-30 14:14:06	Nintendo NES Balloon Fight CIB Complete in Black Box RARE http://t.co/dK9ZNYy4
nes_watcher	2012-10-30 08:29:17	Super Mario Bros. 1 / Duck Hunt - Nintendo NES - 2 Games on 1 Cartridge! http://t.co/gIfzcNBm
nes_watcher	2012-10-28 18:11:17	Tecmo Super Bowl NES In Box With Instructions (Nintendo, 1991) http://t.co/nqnx9jVL
nes_watcher	2012-11-17 04:13:01	The Bugs Bunny Birthday Blowout NES NINTENDO GAME CIB http://t.co/sLE0mSGo
nes_watcher	2012-10-27 05:30:18	Super Mario Bros. (Classic NES Series Edition) Nintendo GBA *USED* http://t.co/VBxnP7tn
nes_watcher	2012-10-26 02:26:03	SUPER MARIO BROS. VIDEO GAME FOR NINTENDO GAME BOY ADVANCE &quot;CLASSIC NES SERIES&quot; http://t.co/eob5YuJ9
nes_watcher	2012-10-29 18:40:03	NES Castlevania 2: Simon&#39;s Quest Game - Clean &amp; Tested! Nintendo http://t.co/us9r5Zxd
nes_watcher	2012-11-19 11:47:07	Ice Climber (Classic NES Series) (Nintendo Game Boy Advance, 2004) http://t.co/gUp525N3
nes_watcher	2012-10-24 21:52:18	NINTENDO WORLD CUP - ORIGINAL NES NINTENDO GAME http://t.co/OHkfsAuR #NES
nes_watcher	2012-11-08 17:27:18	Paperboy 2 II Nintendo NES game CLEAN POLISHED PINS http://t.co/aCMx1Z6x
nes_watcher	2012-10-28 19:16:17	NES Super Mario Bros / Duck Hunt Game Cartridge Nintendo Clean http://t.co/JYWLM55P
nes_watcher	2012-10-31 01:04:32	A Nightmare on Elm Street (Nintendo, 1990) Cart Only NES http://t.co/VidA0uYF
nes_watcher	2012-10-23 06:09:32	***EXCITEBIKE NES NINTENDO GAME~~~ http://t.co/SwYdmrMh #NES
nes_watcher	2012-10-28 03:53:17	NES GAME &quot; SUPER MARIO BROS. &quot; NICE CONDITION CLEANED AND TESTED http://t.co/q67utfQT
nes_watcher	2012-11-14 07:43:16	NES Four Score Nintendo multiplayer accessory Great Condition! GAME INCLUDED http://t.co/DAzG1iMX
nes_watcher	2012-11-09 03:58:02	The Bugs Bunny Birthday Blowout NES NINTENDO GAME CIB http://t.co/MqwiU0qM
nes_watcher	2012-11-02 02:46:33	The Bugs Bunny Birthday Blowout NES NINTENDO GAME CIB http://t.co/M2OzN3Ax
nes_watcher	2012-10-30 00:00:08	NES GAME &quot; KID ICARUS &quot; NICE CONDITION CLEANED AND TESTED http://t.co/F5YQJEpl
nes_watcher	2012-11-17 20:32:01	Original Nintendo NES Game - M.C. KIDS Mckids http://t.co/1YGy6b1d
nes_watcher	2012-11-08 04:56:02	Original Nintendo NES Game - M.C. KIDS Mckids http://t.co/wuIecKXb
nes_watcher	2012-10-28 07:23:03	COBRA COMMAND - Original Nintendo NES Video Game-SHOOTER-ZAPPER GAME http://t.co/I26YLC9T
nes_watcher	2012-10-28 01:31:18	GOLD !!! LEGEND OF ZELDA + ZELDA II ADVENTURE OF LINK - Nintendo NES Game http://t.co/VeNAUTOu
nes_watcher	2012-11-16 13:37:32	Dr. Mario (Classic NES Series) (Nintendo Game Boy Advance, 2004) Free Shipping http://t.co/BHzUSLNd
nes_watcher	2012-11-03 13:36:04	Castlevania Gameboy Advance Video Game Konami Classic NES Series http://t.co/ZKaEowep
nes_watcher	2012-10-22 21:17:01	DUCK TALES ~ NES ~ ( Nintendo 1989) http://t.co/8RMfCZjc #NES
nes_watcher	2012-10-26 04:09:22	Ninja Gaiden II 2 Dark Sword of Chaos Nintendo Nes http://t.co/oDpDdESW
nes_watcher	2012-11-05 18:32:18	BALLOON FIGHT NINTENDO NES GAME CLEANED &amp; TESTED **5 SCREW EDITION** http://t.co/7ACBUMMH
nes_watcher	2012-11-12 01:15:02	Nintendo Player&#39;s Guide Game boy, Super Game boy, and Top Secret Passwords NES http://t.co/fcOoV19f
nes_watcher	2012-11-11 06:42:02	Battle Kid: Fortress of Peril (Nintendo, 2010) rare nes homebrew http://t.co/tlyQ5w0B
nes_watcher	2012-10-24 01:15:32	4 rare nintendo nes video game cases http://t.co/9cma1atf #NES
nes_watcher	2012-11-07 01:18:02	Ninja Gaiden NES Video Game Nintendo Retro Cartridge VG http://t.co/ViOj8vya
nes_watcher	2012-10-24 00:07:18	NES KARATE CHAMP GAME http://t.co/442kUvEB #NES
nes_watcher	2012-10-24 16:15:05	Nintendo Game Tetris (Nintendo NES, ) http://t.co/2MSu2hG9 #NES
nes_watcher	2012-10-25 12:27:05	NINTENDO NES ADVENTURE ISLAND 2 CARTRIDGE ONLY http://t.co/yAqtry5U #NES
nes_watcher	2012-10-28 18:45:04	Nintendo GAMECUBE Limited Edition Platinum Console New NES Game Cube http://t.co/cIfsU7bN
nes_watcher	2012-10-28 02:36:06	Original Nintendo NES 1985 video game system complete working + Duck Hunt Mario http://t.co/YtLcHF6h
nes_watcher	2012-10-28 06:12:17	Tiger-Heli Tiger Heli - Nintendo 8-bit NES - RARE http://t.co/Gyx27zRB
nes_watcher	2012-11-07 23:55:02	Clu Clu Land for Nintendo NES- Tested and cleaned! http://t.co/fSiIudkq
nes_watcher	2012-11-13 19:34:32	TETRIS ((GAME &amp; MANUAL)) - Nintendo NES System Game - 80&#39;s Puzzle Game http://t.co/U2cyxwjx
nes_watcher	2012-11-04 12:03:04	Super Mario Bros Classic NES Series Nintendo Game Boy Advance Complete in Box http://t.co/4zzbgvNz
nes_watcher	2012-10-27 09:24:17	The Legend of Zelda (Classic NES Series) (Nintendo Game Boy Advance, 2004) http://t.co/PztYX3mj
nes_watcher	2012-11-18 19:00:26	Nintendo NES Game SUPER C w/ INSTRUCTION MANUAL Classic Rare! Contra 2 http://t.co/cI1Qgpx0
nes_watcher	2012-10-25 20:14:17	M.C. KIDS NINTENDO GAME NES CARTRIDGE http://t.co/EuoE4UcY #NES
nes_watcher	2012-11-04 22:18:33	Dr. Mario (Original Nintendo 1990) NES COMPLETE w/ Box manual game, TESTED http://t.co/JrW6iELl
nes_watcher	2012-11-08 19:43:16	Dragon Warrior III manual &amp; Map -great shape- Nintendo NES (No Game) http://t.co/YO37wrR8
nes_watcher	2012-11-15 09:42:32	Ninja Gaiden II New in box NES Game, Unopened NO RESERVE! http://t.co/missGEnj
nes_watcher	2012-11-15 14:12:36	Bomberman (Classic NES Series Edition) (Game Boy Advance, 2004) GAME ONLY http://t.co/P5HZKQ7D
nes_watcher	2012-11-04 18:48:32	THE MIRACLE PIANO TEACHING SYSTEM NINTENDO NES GAME CLEANED AND TESTED http://t.co/iALVoqz6
nes_watcher	2012-11-02 04:59:05	Retro NES FC Loader Game Console System for NES Games ~A1 http://t.co/xKqU2hRU
nes_watcher	2012-11-05 03:57:17	Super Mario Bros. 3 NES Video Game Nintendo Retro Cartridge VG http://t.co/aLhUlhoI
nes_watcher	2012-11-08 20:49:32	Super Mario Bros NES Game NTSC Classic Video Game Cartridge FUN http://t.co/5BAQ3vDE
nes_watcher	2012-10-25 14:09:15	SUPER MARIO 1, 2, &amp; 3 NES NINTENDO + EXTRAS http://t.co/OZ7JgMTT #NES
nes_watcher	2012-11-16 15:22:03	TETRIS NES NINTENDO GAME CARTRIDGE w/ Original Manual and Dust Sleeve http://t.co/uRIFhgaZ
nes_watcher	2012-10-25 21:21:18	Nintendo Fist of the North Star NES BOX ONLY http://t.co/cH5IONWB #NES
nes_watcher	2012-10-23 12:57:01	Batman: The Video Game (Nintendo, 1990) NES http://t.co/wQ2h8sTT #NES
nes_watcher	2012-10-30 11:26:36	NES Super Mario Bros Action Series cartridge Nintendo Entertainment System http://t.co/DU8ziJO3
nes_watcher	2012-10-29 09:51:05	Collection 6 Games - Street Fighter ALL SNES - Super Nintendo - Famicom http://t.co/W5Oe3zy2
nes_watcher	2012-11-19 22:57:29	PAPERBOY (( GAME &amp; MANUAL )) -Nintendo NES System -Paper Boy- Deliver Newspapers http://t.co/WDUrwSBz
nes_watcher	2012-11-06 08:13:02	NES Iron Sword Wizards &amp; Warriors 2 Game Instructions Booklet http://t.co/IUucZyYv
nes_watcher	2012-10-27 01:18:17	Super Mario Bros. / Duck Hunt Nintendo NES Video Game Cartridge http://t.co/9gItFxcg
nes_watcher	2012-10-23 21:21:32	Nintendo NES Game Kung Fu Action Series http://t.co/HDO9p4Xl #NES
nes_watcher	2012-11-14 19:32:07	Nintendo NES Game Shelf Storage - RARE Authentic Black W/ Nintendo Logo http://t.co/v5SNPZO4
nes_watcher	2012-10-28 21:44:19	Joust Nintendo NES Game Very Good Original Genuine Old school http://t.co/FsGrldyU
nes_watcher	2012-11-16 17:42:02	Original Nintendo Blue Square Game Protective Plastic Case for the NES System http://t.co/DMcqliBo
nes_watcher	2012-11-08 21:21:17	Top Gun Nintendo NES Game W/ Box, Jewel Case, Foam Insert http://t.co/wFaNMyg7
nes_watcher	2012-11-02 11:52:17	Dragon Warrior IV 4 Nintendo NES, Cartridge Only - Works &amp; Saves, GREAT GAME! http://t.co/cTXhFmgO
nes_watcher	2012-11-04 16:35:07	Lemmings (Nintendo, 1992) NES WITH MANUAL AND DUST SLEEVE http://t.co/QbzaC53r
nes_watcher	2012-10-29 22:52:04	NES Game Collection-10- King of Kings, Exodus, Batman, Excitebike &amp; More http://t.co/vZsU34zc
nes_watcher	2012-11-12 07:39:33	NES Teenage Mutant Ninja Turtles (Ultra, 1989) Nintendo http://t.co/FxPYTFu9
nes_watcher	2012-10-29 10:28:05	NES BREAK TIME (Nintendo) COMPLETE CIB !!!Rare!!! Manual Box Game http://t.co/GfKaZp1A
nes_watcher	2012-10-24 03:04:19	Super Mario Bros 3 Nintendo NES http://t.co/9w41bQVn #NES
nes_watcher	2012-11-07 17:13:35	SUPER MARIO BROS. DUCK HUNT - NES, Nintendo Game, Duckhunt http://t.co/bQssANTq
nes_watcher	2012-10-31 14:38:18	Donkey Kong (Classic NES Series Edition) (Nintendo Game Boy Advance, 2004) http://t.co/SOXIycaW
nes_watcher	2012-11-09 13:13:04	Metroid (Nintendo NES, 1986) Free Shipping!! Tested!! Game Only!! http://t.co/BBddBHtQ
nes_watcher	2012-10-29 17:34:03	Portable Retro Duo NES, SNES Video Game System Console RD ~A http://t.co/oYaQ8VoX
nes_watcher	2012-10-25 18:01:18	Nintendo Dragon Warrior 4 NES BOX ONLY http://t.co/U9L4jj6X #NES
nes_watcher	2012-10-25 20:49:04	Nintendo Empire Strikes Back NES BOX ONLY http://t.co/X6fC0Xqr #NES
nes_watcher	2012-11-12 00:12:02	1989 NINTENDO GAME PACK - 63 cards, 7 sealed packs NES http://t.co/RpTKO7Px
nes_watcher	2012-10-23 23:00:06	The Legend of Zelda Gold Nintendo NES http://t.co/7Vm3MchD #NES
nes_watcher	2012-10-29 19:15:05	▄▀▄▀▄▀▄★ BARBIE Nintendo NES Game VINTAGE RARE HI-TECH GIRL FEMALE NTSC ★▄▀▄▀▄▀▄ http://t.co/QRumuUop
nes_watcher	2012-11-03 23:15:02	---SUPER NES SCOPE 6 SNES Super Nintendo Game!!Works Real Nicely!! http://t.co/0K2w4TH0
nes_watcher	2012-11-02 22:34:03	NES GAME &quot; SHATTERHAND &quot; NICE CONDITION CLEANED AND TESTED http://t.co/CIs5sjDp
nes_watcher	2012-11-03 05:53:17	TEENAGE MUTANT NINJA TURTLES I &amp; II ARCADE GAME NINTENDO NES GAMES http://t.co/B3YP3ohs
nes_watcher	2012-10-24 11:10:05	NINTENDO BASEBALL STARS II 2 NES GAME CART http://t.co/BEE4pwn6 #NES
nes_watcher	2012-11-20 04:57:02	GODZILLA Monsters of Monsters Nintendo Rare Vintage 1989 NES Video Game http://t.co/Vybt5s7Y
nes_watcher	2012-10-30 02:12:02	Shatterhand (Nintendo, 1991) NES Shatter Hand http://t.co/uhamEkES
nes_watcher	2012-11-03 21:31:02	Nintendo GAMECUBE Limited Edition Platinum Console New NES Game Cube http://t.co/M3wGYHBl
nes_watcher	2012-11-11 10:35:18	---SUPER NES SCOPE 6 SNES Super Nintendo Game!!Works Real Nicely!! http://t.co/gUz9hRQL
nes_watcher	2012-10-31 15:44:18	The Simpsons: Bart vs. the Space Mutants NES Nintendo Cart only http://t.co/02JdTn4L
nes_watcher	2012-11-04 22:51:02	Retro NES FC Loader Game Console System for NES Games ~A http://t.co/rdBqIG5H
nes_watcher	2012-11-18 17:54:33	NINTENDO ** ADVENTURES OF LOLO ** NES RETRO PUZZLE GAME FREE SHIPPING RARE http://t.co/jDJbZE05
nes_watcher	2012-11-01 17:15:05	RDP handheld NES, SNES Video Game System Console RD ~A http://t.co/iBwEhphw
nes_watcher	2012-11-16 19:54:17	ORIGINAL MARIO BROS. ARCADE CLASSICS SERIES -Nintendo NES System Game - BROTHERS http://t.co/ZZ3WWh5Y
nes_watcher	2012-11-20 08:13:34	RBI BASEBALL classic original vintage NES Nintendo video game - plays great http://t.co/G5nVIkeI
nes_watcher	2012-10-26 02:59:03	Faxanadu cartridge NES Nintendo Entertainment System Video Game http://t.co/1xvcness
nes_watcher	2012-11-06 05:55:33	Game Genie the video game enhancer Galoob NES http://t.co/bJ4W60IS
nes_watcher	2012-10-28 17:00:08	Spy Vs Spy JP Famicom game NES FC Nintendo Rare http://t.co/HmdJdeuY
nes_watcher	2012-11-03 19:47:32	Super Mario Bros. / Duck Hunt (Nintendo NES 8 Bit 2-in-1 Game Cartridge) http://t.co/QoBCf2vP
nes_watcher	2012-10-30 09:41:03	Classic Rare RPG - Wizards &amp; Warriors NES Nintendo game cartridge only. http://t.co/NIFMTaag
nes_watcher	2012-10-29 09:51:06	Classic Rare RPG - Wizards &amp; Warriors NES Nintendo game cartridge only. http://t.co/sQZxd2jY
nes_watcher	2012-11-13 21:44:03	Battletoads (Nintendo, 1991) NES (Game Cartridge and Sleeve Only) http://t.co/cp0kCjha
nes_watcher	2012-11-05 20:17:17	Nintendo NES Baseball Simulator 1.000_Video Game, Manual, Box, Black Sleeve. http://t.co/Z0v95JGP
nes_watcher	2012-10-28 10:24:34	Shockwave (Nintendo) Classic Fun NES Game Unlicensed American Game Cartridges http://t.co/hneIcgz6
nes_watcher	2012-11-13 01:24:32	NINTENDO NES WORKING PAPERBOY 2 GAME CLEANED+TESTED GOOD CONDITION http://t.co/if3xf8yE
nes_watcher	2012-11-03 20:09:17	The Legend Of Zelda (Nintendo, NES) Complete In Box CIB With Map http://t.co/rEw1ONgQ
nes_watcher	2012-10-29 11:45:18	Teenage Mutant Ninja Turtles Ultra Nintendo Game W/ Instructions NES ! http://t.co/TtwV3CRm
nes_watcher	2012-10-26 00:12:03	Castlevania (Classic NES Series Edition) (Nintendo Game Boy Advance, 2004) http://t.co/8eXU21oa
nes_watcher	2012-10-30 17:00:18	C2 Twin Duo NES SNES Video Game CONSOLE SYSTEM 2 in 1 ~A http://t.co/OKhlfTYi
nes_watcher	2012-11-21 06:57:02	Sneak &#39;n Peek Nes Nintendo game (Based on the Atari 2600 game) http://t.co/4KJ0k97I
nes_watcher	2012-11-11 02:45:32	SUPER MARIO 3 NINTENDO NES GAME COMPLETE CIB BOX &amp; MANUAL http://t.co/qQ69TPyi
nes_watcher	2012-11-04 20:06:03	Bundle Dragon Warrior I 1 &amp; Dragon Warrior II 2 - Original Nintendo Nes game http://t.co/eGMWqdMr
nes_watcher	2012-11-01 05:51:04	Nintendo NES Mega Man 4 CIB Complete in Box Excellent Condition http://t.co/mMiWslTr
nes_watcher	2012-11-09 06:50:01	GAME ACTION REPLAY box + instructions ONLY for NINTENDO NES (CES Show display) http://t.co/xSHfnub9
nes_watcher	2012-10-27 00:39:32	CASTLEVANIA 2: SIMON&#39;S QUEST W/MANUAL NINTENDO NES FREE SHIPPING http://t.co/Iu4QqAL1
nes_watcher	2012-11-13 04:40:32	WORKING NINTENDO NES ORIGINAL MEGA MAN + MEGA MAN 4 GAME TESTED+CLEANED http://t.co/cxkDGenk
nes_watcher	2012-11-09 06:13:16	Nintendo NES Game Caveman Games Tested Working Cleaned Contacts http://t.co/7aIepeuG
nes_watcher	2012-10-24 05:18:17	nes TOOBIN&#39; nintendo game TESTED http://t.co/O1XgZJaO #NES
nes_watcher	2012-11-07 06:32:02	BUGS BUNNY CRAZY CASTLE NES Nintendo Game System Cleaned and Tested http://t.co/kqGj6XaP
nes_watcher	2012-10-23 15:51:01	Mega Man 5 (Nintendo, 1992) NES Rare http://t.co/YH1WPmzn #NES
nes_watcher	2012-10-26 01:53:08	SHADOW OF THE NINJA NES w/ Sleeve EUC! (Nintendo, 1991) http://t.co/LFwnAlKa
nes_watcher	2012-11-09 22:58:16	JALECO NES Game NEW in package Totally Rad (Nintendo) Sealed! NEW! http://t.co/Oi3Nl8RO
nes_watcher	2012-10-31 02:22:32	Nes Nintendo Alien Syndrome w/orig box and manual!! EXC!! http://t.co/9EWAaK0v
nes_watcher	2012-10-28 00:17:38	Ring King Nintendo NES 1987 video game complete with box and all inserts http://t.co/oOXprei1
nes_watcher	2012-11-03 07:29:17	Loopz Complete in Box CIB Nintendo NES http://t.co/jLvJkqlW
nes_watcher	2012-11-11 13:47:33	NES GAME THE ADVENTURE OF LINK GOLD ZELDA II WITH MANUAL AND SLEEVE http://t.co/3khaJKz9
nes_watcher	2012-11-19 05:10:01	NES 10 YARD FIGHT - 1985 ORIGINAL NINTENDO NES VIDEO GAME CARTRIDGE http://t.co/rugNdXwM
nes_watcher	2012-10-25 13:35:20	Tetris 2 Nintendo NES Game Complete http://t.co/akPWFFcL #NES
nes_watcher	2012-11-14 20:39:03	Super Mario Bros. / Duck Hunt Nintendo NES Game Very Good Cartridge Only http://t.co/tWec79QF
nes_watcher	2012-11-09 21:37:03	Nintendo NES Super Mario Brothers and Duck Hunt Complete in Box CIB http://t.co/W7U5mvD6
nes_watcher	2012-11-18 01:31:02	NES CASINO KID (NINTENDO) COMPLETE CIB !!!Rare!!! Manual Box Game http://t.co/pQLY2l10
nes_watcher	2012-10-31 22:01:03	BATMAN RETURN OF THE JOKER Nintendo NES 1991 Video Game Tested &amp; Working http://t.co/BANLK4FE
nes_watcher	2012-10-23 13:30:02	Nintendo NES Game Gotcha 1985 http://t.co/jj9fRAKH #NES
nes_watcher	2012-11-10 22:53:33	NOS VINTAGE ORIGINAL NINTENDO TARGET RENEGADE VIDEO GAME NES FACTORY SEALED http://t.co/TqG4kprk
nes_watcher	2012-11-09 02:54:16	Zelda II The Adventure of Link - Nintendo NES Game Classic Gold 1988 Legend Of http://t.co/2dgD2MEW
nes_watcher	2012-11-08 00:59:02	NES Game Genie By Galoob new boxed for Nintendo system http://t.co/nhat4PWN
nes_watcher	2012-10-29 22:19:35	▄▀▄▀▄▀▄★ KING&#39;S KNIGHT NINTENDO NES Game VINTAGE 80s RARE R4 ★▄▀▄▀▄▀▄ http://t.co/frmq7BeA
nes_watcher	2012-10-29 00:49:17	Low G Man (Nintendo) NES video game cartridge with original box-inserts. http://t.co/0uUMkfTc
nes_watcher	2012-10-25 23:38:41	Nintendo NES Mike Tyson&#39;s Punch Out Video Game Tested http://t.co/bECkdsnz
nes_watcher	2012-10-25 17:27:34	Marble Madness Original Nintendo NES Game http://t.co/IAgh72Rx #NES
nes_watcher	2012-10-25 01:49:17	Game Genie Video Game Enhancer Nintendo NES http://t.co/bnjCUmvd #NES
nes_watcher	2012-11-12 01:47:16	super mario 3 Nes Nintendo RaRe cart only best mario game!!! near mint http://t.co/L6BSaXSn
nes_watcher	2012-11-08 16:55:03	Bubble Bobble Nintendo NES Video Game Arcade Retro Family Fun Free Shipping http://t.co/8bipy9rT
nes_watcher	2012-11-02 01:40:16	3-D WorldRunner (Nintendo, 1987) NES SYSTEM GAME GUARANTEED TO WORK http://t.co/vumBKiJT
nes_watcher	2012-10-28 17:33:34	TETRIS ((GAME &amp; MANUAL)) - Nintendo NES System Game - 80&#39;s Puzzle Game http://t.co/TaaQj47p
nes_watcher	2012-10-31 18:30:12	NES GAME ATLAS NINTENDO PLAYER&#39;S GUIDE Strategy, Hints, Maps, and More! http://t.co/bciDWBot
nes_watcher	2012-11-05 01:39:32	Nintendo NES Game Klashball *Rarity* http://t.co/IgoL1Xxl
nes_watcher	2012-10-29 17:00:17	Battle Chess (Nintendo,NES 1990) Complete with game, box, &amp; booklet! http://t.co/zFekFGIH
nes_watcher	2012-10-25 04:33:04	Air Fortess (Nintendo) NES http://t.co/KrjqEJ3i #NES
nes_watcher	2012-10-26 04:42:32	Dr. Mario (Original Nintendo 1990) NES COMPLETE w/ Box manual game MINT http://t.co/esGTYoZq
nes_watcher	2012-10-28 12:53:34	Adventures of Lolo 2 (Nintendo, NES 1990) BOX ONLY! NO GAME Rare! http://t.co/n7cv7RNN
nes_watcher	2012-10-26 07:05:17	DR MARIO (Nintendo NES Console 8-bit)(Doctor) VIDEO GAME CLEANED &amp; TESTED WORKS http://t.co/FhQrX6Uc
nes_watcher	2012-11-10 16:00:01	NES Power Blade Cartridge Game with Nintendo Sleeve Cleaned Tested http://t.co/l1BaCx65
nes_watcher	2012-10-25 00:41:33	Spot: The Video Game! by Arcadia for the Nintendo Entertainment System http://t.co/E04UtalN #NES
nes_watcher	2012-10-29 09:17:16	NES Vintage NINTENDO-J GAME BOY COLOR (ONLY) Cartridge 1999 &quot;MARIO GOLF&quot; (USED) http://t.co/PdGO36ON
nes_watcher	2012-10-28 18:11:18	JALECO NES Game NEW in package Totally Rad (Nintendo) Sealed! NEW! http://t.co/JjcU1NOY
nes_watcher	2012-11-04 14:21:03	WARIO&#39;S WOODS NINTENDO NES GAME http://t.co/h9CPU4w0
nes_watcher	2012-11-05 21:23:05	NINTENDO NES - LASER INVASION Game SEALED H-Seam NEW! http://t.co/bvbUuTHM
nes_watcher	2012-11-09 11:27:03	CRYSTALIS Nintendo Nes game COMPLETE - BOXED! Rare http://t.co/VbmQh85H
nes_watcher	2012-11-17 10:11:03	NES Nintendo SUPER DODGE BALL CIB rare game manual box http://t.co/lOptTr00
nes_watcher	2012-11-01 17:15:05	Nintendo Game Boy Advance SP Classic NES Limited Edition w/ Classic Zelda game http://t.co/7qLicYyn
nes_watcher	2012-10-29 12:25:33	DEADLY TOWERS. (Nintendo) NES. 3D ULTRA PINBALL GAME. RPG http://t.co/lepBHzW1
nes_watcher	2012-10-24 03:04:19	Nintendo Console + Games - All Boxed - NES http://t.co/rHrwOtUm #NES
